300.0,0.0,0.0
450.0,0.0,0.0
600.0,0.0,0.0
750.0,0.0,0.0
900.0,0.0,0.0
1050.0,0.0,0.0
1200.0,0.0,0.0
1350.0,0.0,0.0
1500.0,0.0,0.0
1650.0,0.0,0.0
1800.0,0.0,0.0
1950.0,0.0,0.0
2100.0,0.0,0.0
2250.0,0.0,0.0
2400.0,0.0,0.0
2550.0,0.0,0.0
2700.0,0.0,0.0
2850.0,0.0,0.0
3000.0,0.0,0.0
3150.0,0.0,0.0
3300.0,0.0,0.0
3450.0,0.0,0.0
150.0,0.0,0.0
300.0,0.0,0.0
450.0,0.0,0.0
600.0,0.0,0.0
750.0,0.0,0.0
900.0,0.0,0.0
1050.0,0.0,0.0
1200.0,0.0,0.0
1350.0,0.0,0.0
1500.0,0.0,0.0
1650.0,0.0,0.0
1800.0,0.0,0.0
1950.0,0.0,0.0
2100.0,0.0,0.0
2250.0,0.0,0.0
2400.0,0.0,0.0
2550.0,0.0,0.0
2700.0,0.0,0.0
2850.0,0.0,0.0
3000.0,0.0,0.0
3150.0,0.0,0.0
3300.0,0.0,0.0
3450.0,0.0,0.0
150.0,0.0,0.0
300.0,0.0,0.0
450.0,0.0,0.0
600.0,0.0,0.0
750.0,0.0,0.0
900.0,0.0,0.0
1050.0,0.0,0.0
1200.0,0.0,0.0
1350.0,0.0,0.0
1500.0,0.0,0.0
1650.0,0.0,0.0
1800.0,0.0,0.0
1950.0,0.0,0.0
2100.0,0.0,0.0
2250.0,0.0,0.0
2400.0,0.0,0.0
2550.0,0.0,0.0
2700.0,0.0,0.0
2850.0,0.0,0.0
3000.0,0.0,0.0
3150.0,0.0,0.0
3300.0,0.0,0.0
3450.0,0.0,0.0
150.0,0.0,0.0
300.0,0.0,0.0
450.0,0.0,0.0
600.0,0.0,0.0
750.0,0.0,0.0
900.0,0.0,0.0
1050.0,0.0,0.0
1200.0,0.0,0.0
1350.0,0.0,0.0
1500.0,0.0,0.0
1650.0,0.0,0.0
1800.0,0.0,0.0
1950.0,0.0,0.0
2100.0,0.0,0.0
2250.0,0.0,0.0
2400.0,0.0,0.0
2550.0,0.0,0.0
2700.0,0.0,0.0
2850.0,0.0,0.0
3000.0,0.0,0.0
3150.0,0.0,0.0
3300.0,0.0,0.0
3450.0,0.0,0.0
150.0,0.0,0.0
300.0,0.0,0.0
450.0,0.0,0.0
600.0,0.0,0.0
750.0,0.0,0.0
900.0,0.0,0.0
1050.0,0.0,0.0
1200.0,0.0,0.0
1350.0,0.0,0.0
1500.0,0.0,0.0
1650.0,0.0,0.0
1800.0,0.0,0.0
1950.0,0.0,0.0
2100.0,0.0,0.0
2250.0,0.0,0.0
2400.0,0.0,0.0
2550.0,0.0,0.0
2700.0,0.0,0.0
2850.0,0.0,0.0
3000.0,0.0,0.0
3150.0,0.0,0.0
3300.0,0.0,0.0
3450.0,0.0,0.0
150.0,0.0,0.0
300.0,0.0,0.0
450.0,0.0,0.0
600.0,0.0,0.0
750.0,0.0,0.0
900.0,0.0,0.0
1050.0,0.0,0.0
1200.0,0.0,0.0
1350.0,0.0,0.0
1500.0,0.0,0.0
1650.0,0.0,0.0
1800.0,0.0,0.0
1950.0,0.0,0.0
2100.0,0.0,0.0
2250.0,0.0,0.0
2400.0,0.0,0.0
2550.0,0.0,0.0
2700.0,0.0,0.0
2850.0,0.0,0.0
3000.0,0.0,0.0
3150.0,0.0,0.0
3300.0,0.0,0.0
3450.0,0.0,0.0
150.0,0.0,0.0
300.0,0.0,0.0
450.0,0.0,0.0
600.0,0.0,0.0
750.0,0.0,0.0
900.0,0.0,0.0
1050.0,0.0,0.0
1200.0,0.0,0.0
1350.0,0.0,0.0
1500.0,0.0,0.0
1650.0,0.0,0.0
1800.0,0.0,0.0
1950.0,0.0,0.0
2100.0,0.0,0.0
2250.0,0.0,0.0
2400.0,0.0,0.0
2550.0,0.0,0.0
2700.0,0.0,0.0
2850.0,0.0,0.0
3000.0,0.0,0.0
3150.0,0.0,0.0
3300.0,0.0,0.0
3450.0,0.0,0.0
150.0,0.0,0.0
300.0,0.0,0.0
450.0,0.0,0.0
600.0,0.0,0.0
750.0,0.0,0.0
900.0,0.0,0.0
1050.0,0.0,0.0
1200.0,0.0,0.0
1350.0,0.0,0.0
1500.0,0.0,0.0
1650.0,0.0,0.0
1800.0,0.0,0.0
1950.0,0.0,0.0
2100.0,0.0,0.0
2250.0,0.0,0.0
2400.0,0.0,0.0
2550.0,0.0,0.0
2700.0,0.0,0.0
2850.0,0.0,0.0
3000.0,0.0,0.0
3150.0,0.0,0.0
3300.0,0.0,0.0
3450.0,0.0,0.0
150.0,0.0,0.0
300.0,0.0,0.0
450.0,0.0,0.0
600.0,0.0,0.0
750.0,0.0,0.0
900.0,0.0,0.0
1050.0,0.0,0.0
1200.0,0.0,0.0
1350.0,0.0,0.0
1500.0,0.0,0.0
1650.0,0.0,0.0
1800.0,0.0,0.0
1950.0,0.0,0.0
2100.0,0.0,0.0
2250.0,0.0,0.0
2400.0,0.0,0.0
2550.0,0.0,0.0
2700.0,0.0,0.0
2850.0,0.0,0.0
3000.0,0.0,0.0
3150.0,0.0,0.0
3300.0,0.0,0.0
3450.0,0.0,0.0
150.0,0.0,0.0
300.0,0.0,0.0
450.0,0.0,0.0
600.0,0.0,0.0
750.0,0.0,0.0
900.0,0.0,0.0
1050.0,0.0,0.0
1200.0,0.0,0.0
1350.0,0.0,0.0
1500.0,0.0,0.0
1650.0,0.0,0.0
1800.0,0.0,0.0
1950.0,0.0,0.0
2100.0,0.0,0.0
2250.0,0.0,0.0
2400.0,0.0,0.0
2550.0,0.0,0.0
2700.0,0.0,0.0
2850.0,0.0,0.0
3000.0,0.0,0.0
3150.0,0.0,0.0
3300.0,0.0,0.0
3450.0,0.0,0.0
150.0,0.0,0.0
300.0,0.0,0.0
450.0,0.0,0.0
600.0,0.0,0.0
750.0,0.0,0.0
900.0,0.0,0.0
1050.0,0.0,0.0
1200.0,0.0,0.0
1350.0,0.0,0.0
1500.0,0.0,0.0
1650.0,0.0,0.0
1800.0,0.0,0.0
1950.0,0.0,0.0
2100.0,0.0,0.0
2250.0,0.0,0.0
2400.0,0.0,0.0
2550.0,0.0,0.0
2700.0,0.0,0.0
2850.0,0.0,0.0
3000.0,0.0,0.0
3150.0,0.0,0.0
3300.0,0.0,0.0
3450.0,0.0,0.0
150.0,0.0,0.0
300.0,0.0,0.0
450.0,0.0,0.0
600.0,0.0,0.0
750.0,0.0,0.0
900.0,0.0,0.0
1050.0,0.0,0.0
1200.0,0.0,0.0
1350.0,0.0,0.0
1500.0,0.0,0.0
1650.0,0.0,0.0
1800.0,0.0,0.0
1950.0,0.0,0.0
2100.0,0.0,0.0
2250.0,0.0,0.0
2400.0,0.0,0.0
2550.0,0.0,0.0
2700.0,0.0,0.0
2850.0,0.0,0.0
3000.0,0.0,0.0
3150.0,0.0,0.0
3300.0,0.0,0.0
3450.0,0.0,0.0
150.0,0.0,0.0
300.0,0.0,0.0
450.0,0.0,0.0
600.0,0.0,0.0
750.0,0.0,0.0
900.0,0.0,0.0
1050.0,0.0,0.0
1200.0,0.0,0.0
1350.0,0.0,0.0
1500.0,0.0,0.0
1650.0,0.0,0.0
1800.0,0.0,0.0
1950.0,0.0,0.0
2100.0,0.0,0.0
2250.0,0.0,0.0
2400.0,0.0,0.0
2550.0,0.0,0.0
2700.0,0.0,0.0
2850.0,0.0,0.0
3000.0,0.0,0.0
3150.0,0.0,0.0
3300.0,0.0,0.0
3450.0,0.0,0.0
150.0,0.0,0.0
300.0,0.0,0.0
450.0,0.0,0.0
600.0,0.0,0.0
750.0,0.0,0.0
900.0,0.0,0.0
1050.0,0.0,0.0
1200.0,0.0,0.0
1350.0,0.0,0.0
1500.0,0.0,0.0
1650.0,0.0,0.0
1800.0,0.0,0.0
1950.0,0.0,0.0
2100.0,0.0,0.0
2250.0,0.0,0.0
2400.0,0.0,0.0
2550.0,0.0,0.0
2700.0,0.0,0.0
2850.0,0.0,0.0
3000.0,0.0,0.0
3150.0,0.0,0.0
3300.0,0.0,0.0
3450.0,0.0,0.0
